lastSensorEventHours,lastSensorEventSeconds,lastSensorDayOfWeek,windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorID,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,activity
15.0,57511.0,4.0,189.0,1.0,1.0,1.0,5.0,5.0,6.0,2.15170737702642,0.1164021164021164,7.0,0.0,0.0,6.270000000000001,0.0,9.21,0.0,5.660000000000001,9.54,2.41,0.0,0.0,1.2600000000000002,1756.6978329999997,181.07896200000002,86400.0,163.519002,86400.0,0.0,0.25498200000000004,177.76521100000002,86400.0,265.009743,186.716634,Cook
15.0,57511.0,4.0,188.0,0.0,1.0,1.0,6.0,6.0,6.0,2.1156968616445533,0.11702127659574467,7.0,0.0,0.0,5.020000000000001,0.0,9.29,0.0,5.71,10.63,2.4300000000000006,0.0,0.0,1.2700000000000002,1757.527587,181.908716,86400.0,164.348756,86400.0,0.8297540000000001,0.0,178.594965,86400.0,265.839497,187.54638799999998,Cook
15.0,57513.0,4.0,190.0,2.0,1.0,1.0,5.0,5.0,6.0,2.1156968616445533,0.11578947368421053,7.0,0.0,0.0,5.0600000000000005,0.0,9.370000000000003,0.0,5.46,10.73,2.45,0.0,0.0,1.2800000000000002,1758.8327140000001,183.213843,86400.0,165.653883,86400.0,0.0,1.3051270000000001,179.900092,86400.0,267.144624,188.85151499999998,Cook
15.0,57522.0,4.0,198.0,9.0,1.0,1.0,5.0,5.0,6.0,2.0938627939094334,0.10606060606060606,6.0,0.0,0.0,3.8000000000000007,0.0,9.450000000000003,0.0,6.51,10.830000000000002,2.4700000000000006,0.0,0.0,1.2900000000000005,1768.508687,192.889816,86400.0,175.329856,86400.0,0.0,10.9811,189.576065,86400.0,276.820597,198.52748799999998,Cook
16.0,57606.0,4.0,280.0,84.0,1.0,1.0,5.0,5.0,6.0,2.1193688320938406,0.075,5.0,0.0,0.0,3.8300000000000014,0.0,9.53,0.0,7.570000000000001,10.93,2.49,0.0,0.0,0.0,1852.371097,276.75222599999995,86400.0,259.192266,86400.0,0.0,94.84351,273.438475,86400.0,360.683007,282.389898,Cook
16.0,57613.0,4.0,286.0,7.0,1.0,1.0,5.0,5.0,6.0,2.066247897312731,0.07692307692307693,5.0,0.0,0.0,2.5600000000000005,0.0,9.61,0.0,8.64,11.030000000000005,2.5100000000000007,0.0,0.0,0.0,1859.14057,283.521699,86400.0,265.961739,86400.0,0.0,101.612983,280.207948,86400.0,367.45248,289.159371,Cook
16.0,57613.0,4.0,284.0,0.0,1.0,1.0,6.0,6.0,6.0,1.8082026489212255,0.11267605633802814,5.0,0.0,0.0,1.2800000000000002,0.0,9.69,0.0,8.72,12.130000000000004,2.53,0.0,0.0,0.0,1859.172836,283.553965,86400.0,265.99400499999996,86400.0,0.032266,0.0,280.24021400000004,86400.0,367.484746,289.191637,Cook
16.0,57614.0,4.0,284.0,1.0,1.0,1.0,6.0,6.0,6.0,1.7876264269863311,0.11267605633802814,5.0,0.0,0.0,1.2900000000000005,0.0,9.77,0.0,7.5,13.240000000000002,2.5500000000000007,0.0,0.0,0.0,1860.3472399999998,284.728369,86400.0,267.168409,86400.0,1.2066700000000001,0.0,281.414618,86400.0,368.65915,290.366041,Cook
16.0,57616.0,4.0,286.0,2.0,1.0,1.0,5.0,5.0,6.0,1.8062389286533893,0.12937062937062938,4.0,0.0,0.0,0.0,0.0,9.85,0.0,8.57,13.36,2.5700000000000003,0.0,0.0,0.0,1862.331561,286.71269,86400.0,269.15272999999996,86400.0,0.0,1.984321,283.39893900000004,86400.0,370.643471,292.350362,Cook
16.0,57616.0,4.0,283.0,0.0,1.0,1.0,6.0,6.0,6.0,1.5398036978937617,0.127208480565371,4.0,0.0,0.0,0.0,0.0,9.93,0.0,8.65,14.48,1.2900000000000005,0.0,0.0,0.0,1862.3879670000001,286.769096,86400.0,269.209136,86400.0,0.056406,0.0,283.455345,86400.0,370.699877,292.406768,Cook
16.0,57619.0,4.0,283.0,3.0,1.0,1.0,6.0,6.0,6.0,1.53012496531497,0.20141342756183744,3.0,0.0,0.0,0.0,0.0,10.010000000000003,0.0,8.73,15.61,0.0,0.0,0.0,0.0,1865.520573,289.901702,86400.0,272.341742,86400.0,3.189012,0.0,286.587951,86400.0,373.832483,295.539374,Cook
16.0,57623.0,4.0,284.0,4.0,1.0,1.0,6.0,6.0,6.0,1.4983958159908184,0.1936619718309859,3.0,0.0,0.0,0.0,0.0,8.790000000000003,0.0,8.81,16.75,0.0,0.0,0.0,0.0,1868.894739,293.275868,86400.0,275.715908,86400.0,6.563178,0.0,289.962117,86400.0,377.206649,298.91354,Cook
16.0,57624.0,4.0,284.0,1.0,1.0,1.0,6.0,6.0,6.0,1.456564762130954,0.4788732394366197,3.0,0.0,0.0,0.0,0.0,7.560000000000001,0.0,8.89,17.900000000000006,0.0,0.0,0.0,0.0,1870.0781559999998,294.459285,86400.0,276.899325,86400.0,7.746595,0.0,291.145534,86400.0,378.390066,300.096957,Cook
16.0,57627.0,4.0,285.0,3.0,1.0,1.0,6.0,6.0,6.0,1.4036736364187656,0.5894736842105263,3.0,0.0,0.0,0.0,0.0,6.320000000000001,0.0,8.97,19.06,0.0,0.0,0.0,0.0,1873.226659,297.60778799999997,86400.0,280.047828,86400.0,10.895097999999999,0.0,294.294037,86400.0,381.538569,303.24546000000004,Cook
16.0,57628.0,4.0,285.0,1.0,1.0,1.0,6.0,6.0,6.0,1.3382689280764644,0.5894736842105263,3.0,0.0,0.0,0.0,0.0,5.070000000000001,0.0,9.05,20.23,0.0,0.0,0.0,0.0,1874.355822,298.736951,86400.0,281.176991,86400.0,12.024261,0.0,295.4232,86400.0,382.667732,304.374623,Cook
16.0,57632.0,4.0,288.0,4.0,1.0,1.0,5.0,5.0,6.0,1.2954618442383221,0.5798611111111112,3.0,0.0,0.0,0.0,0.0,3.810000000000001,0.0,10.130000000000004,20.41,0.0,0.0,0.0,0.0,1877.9171,302.298229,86400.0,284.738269,86400.0,0.0,3.5612779999999997,298.98447799999997,86400.0,386.22901,307.935901,Cook
16.0,57632.0,4.0,287.0,0.0,1.0,1.0,6.0,6.0,6.0,1.198892336661554,0.5853658536585366,3.0,0.0,0.0,0.0,0.0,2.5400000000000005,0.0,10.22,21.59,0.0,0.0,0.0,0.0,1877.9390219999998,302.32015099999995,86400.0,284.760191,86400.0,0.021922,0.0,299.0064,86400.0,386.250932,307.957823,Cook
16.0,57634.0,4.0,289.0,2.0,1.0,1.0,5.0,5.0,6.0,1.198892336661554,0.6124567474048442,3.0,0.0,0.0,0.0,0.0,2.5600000000000005,0.0,10.01,21.780000000000005,0.0,0.0,0.0,0.0,1880.1636780000001,304.544807,86400.0,286.984847,86400.0,0.0,2.224656,301.231056,86400.0,388.475588,310.182479,Cook
16.0,57634.0,4.0,289.0,0.0,1.0,1.0,6.0,6.0,6.0,0.9110646787306328,0.9031141868512109,2.0,0.0,0.0,0.0,0.0,1.2800000000000002,0.0,10.1,22.97,0.0,0.0,0.0,0.0,1880.19035,304.571479,86400.0,287.011519,86400.0,0.026672,0.0,301.257728,86400.0,388.50226000000004,310.20915099999996,Cook
16.0,57635.0,4.0,288.0,1.0,1.0,1.0,6.0,6.0,6.0,0.9110646787306328,0.9236111111111112,1.0,0.0,0.0,0.0,0.0,1.2900000000000005,0.0,10.19,22.870000000000005,0.0,0.0,0.0,0.0,1880.75647,305.137599,86400.0,287.57763900000003,86400.0,0.592792,0.0,301.823848,86400.0,389.06838,310.775271,Cook
16.0,57636.0,4.0,287.0,1.0,1.0,1.0,6.0,6.0,6.0,0.8812908992306927,0.9198606271777005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.280000000000003,24.07,0.0,0.0,0.0,0.0,1881.85135,306.232479,86400.0,288.672519,86400.0,1.687672,0.0,302.918728,86400.0,390.16326000000004,311.87015099999996,Cook
16.0,57645.0,4.0,284.0,9.0,1.0,1.0,5.0,5.0,6.0,0.9182958340544896,0.8908450704225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37,22.980000000000004,0.0,0.0,0.0,0.0,1891.1943579999997,315.575487,86400.0,298.015527,86400.0,0.0,9.343008,312.261736,86400.0,399.50626800000003,321.21315899999996,Cook
16.0,57645.0,4.0,283.0,0.0,1.0,1.0,6.0,6.0,6.0,0.9182958340544896,0.8975265017667845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,22.880000000000006,0.0,0.0,0.0,0.0,1891.2419730000001,315.623102,86400.0,298.06314199999997,86400.0,0.047615,0.0,312.309351,86400.0,399.553883,321.260774,Cook
16.0,57647.0,4.0,280.0,2.0,1.0,1.0,5.0,5.0,6.0,0.9480782435939056,0.8892857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.570000000000002,21.780000000000005,0.0,0.0,0.0,0.0,1893.0971969999998,317.478326,86400.0,299.918366,86400.0,0.0,1.8552240000000002,314.164575,86400.0,401.409107,323.115998,Cook
16.0,57647.0,4.0,278.0,0.0,1.0,1.0,6.0,6.0,6.0,0.9480782435939056,0.8992805755395683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68,21.67,0.0,0.0,0.0,0.0,1893.1190989999998,317.500228,86400.0,299.940268,86400.0,0.021902,0.0,314.186477,86400.0,401.43100899999996,323.1379,Cook
16.0,57713.0,4.0,320.0,66.0,1.0,1.0,5.0,5.0,6.0,0.9709505944546686,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,20.560000000000006,0.0,0.0,0.0,0.0,1958.6084649999998,382.989594,86400.0,365.42963399999996,86400.0,0.0,65.489366,379.67584300000004,86400.0,466.920375,388.627266,Cook
16.0,57729.0,4.0,335.0,16.0,1.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.6865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,20.44,0.0,0.0,0.0,0.0,1975.271555,399.65268399999997,86400.0,382.09272400000003,86400.0,16.66309,0.0,396.338933,86400.0,483.58346500000005,405.29035600000003,Cook
16.0,57730.0,4.0,254.0,1.0,1.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.5944881889763779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.030000000000005,20.320000000000004,0.0,0.0,0.0,0.0,1976.315566,400.69669500000003,86400.0,383.136735,86400.0,17.707101,0.0,397.382944,86400.0,484.627476,406.334367,Cook
16.0,57764.0,4.0,254.0,34.0,1.0,1.0,5.0,5.0,6.0,0.9709505944546686,0.4645669291338583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,20.5,0.0,0.0,0.0,0.0,2010.2330129999998,434.614142,86400.0,417.05418199999997,86400.0,0.0,33.917446999999996,431.300391,86400.0,518.544923,440.25181399999997,Cook
16.0,57810.0,4.0,299.0,46.0,6.0,1.0,5.0,5.0,6.0,0.9871377743721864,0.4046822742474917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,19.38,0.0,0.0,0.0,0.0,2056.553228,480.93435700000003,86400.0,463.374397,86400.0,0.0,80.237662,477.62060599999995,86400.0,564.865138,486.572029,Cook
16.0,57810.0,4.0,299.0,0.0,6.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.4046822742474917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,20.550000000000004,0.0,0.0,0.0,0.0,2056.578507,480.95963600000005,86400.0,463.399676,86400.0,0.025279,0.0,477.64588499999996,86400.0,564.890417,486.597308,Cook
16.0,57813.0,4.0,300.0,3.0,6.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.4033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,20.43,0.0,0.0,0.0,0.0,2058.644421,483.02555,86400.0,465.46559,86400.0,2.091193,0.0,479.71179900000004,86400.0,566.956331,488.66322199999996,Cook
16.0,57813.0,4.0,291.0,0.0,6.0,1.0,6.0,6.0,6.0,0.9480782435939056,0.3848797250859107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.740000000000006,21.610000000000007,0.0,0.0,0.0,0.0,2059.205908,483.587037,86400.0,466.02707699999996,86400.0,2.65268,0.0,480.27328600000004,86400.0,567.5178179999999,489.22470899999996,Cook
16.0,57815.0,4.0,209.0,2.0,6.0,1.0,6.0,6.0,6.0,0.9182958340544896,0.13875598086124402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.550000000000002,22.800000000000004,0.0,0.0,0.0,0.0,2061.077175,485.458304,86400.0,467.89834400000007,86400.0,4.523947,0.0,482.14455300000003,86400.0,569.3890849999999,491.09597599999995,Cook
16.0,57817.0,4.0,204.0,2.0,6.0,1.0,6.0,6.0,6.0,0.8812908992306927,0.11274509803921567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,24.000000000000004,0.0,0.0,0.0,0.0,2063.144271,487.5254,86400.0,469.96544000000006,86400.0,6.591042999999999,0.0,484.211649,86400.0,571.456181,493.163072,Cook
16.0,57818.0,4.0,205.0,1.0,6.0,1.0,6.0,6.0,6.0,0.8366407419411673,0.15609756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,25.210000000000004,0.0,0.0,0.0,0.0,2064.25865,488.639779,86400.0,471.07981900000004,86400.0,7.705422,0.0,485.326028,86400.0,572.57056,494.277451,Cook
16.0,57835.0,4.0,221.0,17.0,6.0,1.0,6.0,6.0,6.0,0.8366407419411673,0.14027149321266968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.220000000000002,25.130000000000006,0.0,0.0,0.0,0.0,2081.5306920000003,505.911821,86400.0,488.35186100000004,86400.0,24.977464,0.0,502.59807,86400.0,589.8426019999999,511.549493,Cook
16.0,57837.0,4.0,221.0,2.0,6.0,1.0,6.0,6.0,6.0,0.8366407419411673,0.14027149321266968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,25.050000000000004,0.0,0.0,0.0,0.0,2082.634834,507.015963,86400.0,489.456003,86400.0,26.081606,0.0,503.70221200000003,86400.0,590.9467440000001,512.653635,Cook
16.0,57840.0,4.0,224.0,3.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.13839285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08,26.270000000000003,0.0,0.0,0.0,0.0,2086.550625,510.931754,86400.0,493.371794,86400.0,29.997396999999996,0.0,507.61800300000004,86400.0,594.862535,516.569426,Cook
16.0,57842.0,4.0,223.0,2.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.4215246636771301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,26.200000000000006,0.0,0.0,0.0,0.0,2087.7027120000002,512.083841,86400.0,494.52388099999996,86400.0,31.149484,0.0,508.77009000000004,86400.0,596.0146219999999,517.721513,Cook
16.0,57844.0,4.0,221.0,2.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.4796380090497738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.220000000000002,26.130000000000006,0.0,0.0,0.0,0.0,2089.768067,514.149196,86400.0,496.589236,86400.0,33.214839000000005,0.0,510.835445,86400.0,598.079977,519.786868,Cook
16.0,57846.0,4.0,222.0,2.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.4774774774774775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.290000000000001,26.06,0.0,0.0,0.0,0.0,2091.8226210000003,516.20375,86400.0,498.64379,86400.0,35.269393,0.0,512.889999,86400.0,600.1345309999999,521.841422,Cook
16.0,57861.0,4.0,234.0,15.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.5854700854700855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.360000000000001,25.99,0.0,0.0,0.0,0.0,2107.366855,531.747984,86400.0,514.188024,86400.0,50.813627000000004,0.0,528.4342330000001,86400.0,615.678765,537.3856559999999,Cook
16.0,57862.0,4.0,234.0,1.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,25.920000000000005,0.0,0.0,0.0,0.0,2108.515081,532.89621,86400.0,515.33625,86400.0,51.961853000000005,0.0,529.582459,86400.0,616.826991,538.5338820000001,Cook
16.0,57866.0,4.0,234.0,4.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.7606837606837606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.500000000000002,25.85,0.0,0.0,0.0,0.0,2111.882979,536.264108,86400.0,518.704148,86400.0,55.329751,0.0,532.950357,86400.0,620.194889,541.90178,Cook
16.0,57867.0,4.0,235.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.7702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,27.08,0.0,0.0,0.0,0.0,2113.007348,537.388477,86400.0,519.828517,86400.0,56.454119999999996,0.0,534.0747259999999,86400.0,621.319258,543.026149,Cook
16.0,57869.0,4.0,235.0,2.0,6.0,1.0,5.0,5.0,6.0,0.783776947484701,0.7617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.330000000000002,26.020000000000003,0.0,0.0,0.0,0.0,2115.318377,539.6995059999999,86400.0,522.139546,86400.0,0.0,2.311029,536.385755,86400.0,623.6302870000001,545.337178,Cook
16.0,57869.0,4.0,235.0,0.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.7702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.100000000000001,27.250000000000004,0.0,0.0,0.0,0.0,2115.442972,539.8241009999999,86400.0,522.264141,86400.0,0.12459500000000001,0.0,536.51035,86400.0,623.7548820000001,545.461773,Cook
16.0,57870.0,4.0,235.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.774468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.160000000000001,27.19,0.0,0.0,0.0,0.0,2116.575699,540.956828,86400.0,523.3968679999999,86400.0,1.2573219999999998,0.0,537.643077,86400.0,624.887609,546.5945,Cook
16.0,57871.0,4.0,235.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.774468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2200000000000015,27.130000000000006,0.0,0.0,0.0,0.0,2117.320266,541.701395,86400.0,524.141435,86400.0,2.001889,0.0,538.387644,86400.0,625.632176,547.339067,Cook
16.0,57872.0,4.0,227.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.8370044052863436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.280000000000001,27.070000000000004,0.0,0.0,0.0,0.0,2118.44074,542.821869,86400.0,525.261909,86400.0,3.122363,0.0,539.508118,86400.0,626.75265,548.4595410000001,Cook
16.0,57892.0,4.0,247.0,20.0,6.0,1.0,6.0,6.0,6.0,0.6500224216483541,0.7773279352226721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.040000000000003,28.31000000000001,0.0,0.0,0.0,0.0,2137.918973,562.3001019999999,86400.0,544.740142,86400.0,22.600596,0.0,558.986351,86400.0,646.2308830000001,567.937774,Cook
16.0,57893.0,4.0,246.0,1.0,6.0,1.0,6.0,6.0,6.0,0.6500224216483541,0.7845528455284553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.090000000000002,28.260000000000005,0.0,0.0,0.0,0.0,2139.050308,563.431437,86400.0,545.8714769999999,86400.0,23.731931,0.0,560.117686,86400.0,647.362218,569.069109,Cook
16.0,57915.0,4.0,268.0,22.0,6.0,1.0,5.0,5.0,6.0,0.6500224216483541,0.7276119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.840000000000002,28.510000000000005,0.0,0.0,0.0,0.0,2161.398525,585.779654,86400.0,568.219694,86400.0,0.0,22.348217,582.465903,86400.0,669.710435,591.417326,Cook
16.0,57926.0,4.0,213.0,11.0,6.0,1.0,5.0,5.0,6.0,0.7219280948873623,0.6150234741784038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,27.460000000000004,0.0,0.0,0.0,0.0,2171.6142440000003,595.9953730000001,86400.0,578.435413,86400.0,0.0,32.563936,592.681622,86400.0,679.926154,601.633045,Cook
16.0,57930.0,4.0,201.0,4.0,6.0,1.0,5.0,5.0,6.0,0.7219280948873623,0.582089552238806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.650000000000001,27.700000000000006,0.0,0.0,0.0,0.0,2176.493101,600.87423,86400.0,583.31427,86400.0,0.0,37.442793,597.560479,86400.0,684.805011,606.511902,Cook
16.0,57931.0,4.0,201.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.6517412935323383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.710000000000001,27.640000000000004,0.0,0.0,0.0,0.0,2177.502735,601.883864,86400.0,584.323904,86400.0,1.009634,0.0,598.570113,86400.0,685.814645,607.5215360000001,Cook
16.0,57933.0,4.0,169.0,2.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.5798816568047337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,27.580000000000005,0.0,0.0,0.0,0.0,2178.6179829999996,602.999112,86400.0,585.4391519999999,86400.0,2.124882,0.0,599.6853610000001,86400.0,686.929893,608.636784,Cook
16.0,57941.0,4.0,131.0,8.0,6.0,1.0,5.0,5.0,6.0,0.7219280948873623,0.4274809160305344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,27.82,0.0,0.0,0.0,0.0,2187.3577370000003,611.738866,86400.0,594.178906,86400.0,0.0,8.739754,608.425115,86400.0,695.6696469999999,617.376538,Cook
16.0,58020.0,4.0,210.0,79.0,6.0,6.0,5.0,5.0,6.0,0.7219280948873623,0.2714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29,28.06,0.0,0.0,0.0,0.0,2266.422771,690.8039,86400.0,673.2439400000001,86400.0,0.0,87.804788,687.490149,86400.0,774.7346809999999,696.441572,Cook
16.0,58035.0,4.0,222.0,15.0,6.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.25225225225225223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.350000000000001,28.0,0.0,0.0,0.0,0.0,2280.991865,705.3729940000001,86400.0,687.813034,86400.0,14.569094,0.0,702.0592429999999,86400.0,789.303775,711.010666,Cook
16.0,58036.0,4.0,223.0,1.0,6.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.25112107623318386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,27.940000000000005,0.0,0.0,0.0,0.0,2282.1089620000002,706.490091,86400.0,688.930131,86400.0,15.686191,0.0,703.17634,86400.0,790.4208719999999,712.127763,Cook
