lastSensorEventHours,lastSensorEventSeconds,lastSensorDayOfWeek,windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorID,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-OutsideDoor,sensorElTime-WorkArea,activity
15.0,57511.0,4.0,189.0,1.0,1.0,1.0,5.0,5.0,6.0,2.15170737702642,0.1164021164021164,7.0,0.0,0.0,6.270000000000001,0.0,9.21,5.660000000000001,9.54,2.41,0.0,1.2600000000000002,1756.6978329999995,181.078962,86400.0,163.519002,0.0,0.25498200000000004,177.76521100000005,265.009743,186.716634,Cook
15.0,57511.0,4.0,188.0,0.0,1.0,1.0,6.0,6.0,6.0,2.1156968616445533,0.11702127659574467,7.0,0.0,0.0,5.020000000000001,0.0,9.29,5.71,10.63,2.4300000000000006,0.0,1.2700000000000002,1757.527587,181.908716,86400.0,164.348756,0.8297540000000001,0.0,178.594965,265.839497,187.546388,Cook
15.0,57513.0,4.0,190.0,2.0,1.0,1.0,5.0,5.0,6.0,2.1156968616445533,0.11578947368421053,7.0,0.0,0.0,5.0600000000000005,0.0,9.370000000000003,5.46,10.73,2.45,0.0,1.2800000000000002,1758.832714,183.213843,86400.0,165.653883,0.0,1.305127,179.900092,267.144624,188.851515,Cook
15.0,57522.0,4.0,198.0,9.0,1.0,1.0,5.0,5.0,6.0,2.0938627939094334,0.10606060606060606,6.0,0.0,0.0,3.8000000000000007,0.0,9.450000000000003,6.51,10.830000000000002,2.4700000000000006,0.0,1.2900000000000005,1768.508687,192.889816,86400.0,175.329856,0.0,10.9811,189.576065,276.820597,198.527488,Cook
16.0,57606.0,4.0,280.0,84.0,1.0,1.0,5.0,5.0,6.0,2.1193688320938406,0.075,5.0,0.0,0.0,3.8300000000000014,0.0,9.53,7.570000000000001,10.93,2.49,0.0,0.0,1852.371097,276.75222599999995,86400.0,259.192266,0.0,94.84351,273.438475,360.683007,282.389898,Cook
16.0,57613.0,4.0,286.0,7.0,1.0,1.0,5.0,5.0,6.0,2.066247897312731,0.07692307692307693,5.0,0.0,0.0,2.5600000000000005,0.0,9.61,8.64,11.030000000000005,2.5100000000000007,0.0,0.0,1859.14057,283.521699,86400.0,265.961739,0.0,101.612983,280.207948,367.45248,289.159371,Cook
16.0,57613.0,4.0,284.0,0.0,1.0,1.0,6.0,6.0,6.0,1.8082026489212253,0.11267605633802814,5.0,0.0,0.0,1.2800000000000002,0.0,9.69,8.72,12.130000000000004,2.53,0.0,0.0,1859.172836,283.553965,86400.0,265.994005,0.032266,0.0,280.24021400000004,367.484746,289.191637,Cook
16.0,57614.0,4.0,284.0,1.0,1.0,1.0,6.0,6.0,6.0,1.7876264269863311,0.11267605633802814,5.0,0.0,0.0,1.2900000000000005,0.0,9.77,7.5,13.240000000000002,2.5500000000000007,0.0,0.0,1860.34724,284.728369,86400.0,267.168409,1.20667,0.0,281.414618,368.65915,290.366041,Cook
16.0,57616.0,4.0,286.0,2.0,1.0,1.0,5.0,5.0,6.0,1.8062389286533893,0.12937062937062938,4.0,0.0,0.0,0.0,0.0,9.85,8.57,13.36,2.5700000000000003,0.0,0.0,1862.331561,286.71269,86400.0,269.15273,0.0,1.984321,283.3989390000001,370.643471,292.350362,Cook
16.0,57616.0,4.0,283.0,0.0,1.0,1.0,6.0,6.0,6.0,1.5398036978937617,0.127208480565371,4.0,0.0,0.0,0.0,0.0,9.93,8.65,14.48,1.2900000000000005,0.0,0.0,1862.387967,286.769096,86400.0,269.209136,0.056406,0.0,283.455345,370.699877,292.406768,Cook
16.0,57619.0,4.0,283.0,3.0,1.0,1.0,6.0,6.0,6.0,1.53012496531497,0.20141342756183744,3.0,0.0,0.0,0.0,0.0,10.010000000000003,8.73,15.61,0.0,0.0,0.0,1865.520573,289.901702,86400.0,272.341742,3.189012,0.0,286.587951,373.832483,295.539374,Cook
16.0,57623.0,4.0,284.0,4.0,1.0,1.0,6.0,6.0,6.0,1.4983958159908184,0.1936619718309859,3.0,0.0,0.0,0.0,0.0,8.790000000000003,8.81,16.75,0.0,0.0,0.0,1868.894739,293.275868,86400.0,275.715908,6.563178,0.0,289.962117,377.206649,298.91354,Cook
16.0,57624.0,4.0,284.0,1.0,1.0,1.0,6.0,6.0,6.0,1.4565647621309539,0.4788732394366197,3.0,0.0,0.0,0.0,0.0,7.560000000000001,8.89,17.900000000000006,0.0,0.0,0.0,1870.078156,294.459285,86400.0,276.899325,7.746595,0.0,291.145534,378.390066,300.096957,Cook
16.0,57627.0,4.0,285.0,3.0,1.0,1.0,6.0,6.0,6.0,1.4036736364187656,0.5894736842105263,3.0,0.0,0.0,0.0,0.0,6.320000000000001,8.97,19.06,0.0,0.0,0.0,1873.226659,297.607788,86400.0,280.047828,10.895098,0.0,294.294037,381.538569,303.2454600000001,Cook
16.0,57628.0,4.0,285.0,1.0,1.0,1.0,6.0,6.0,6.0,1.3382689280764644,0.5894736842105263,3.0,0.0,0.0,0.0,0.0,5.070000000000001,9.05,20.23,0.0,0.0,0.0,1874.355822,298.736951,86400.0,281.176991,12.024261,0.0,295.4232,382.667732,304.374623,Cook
16.0,57632.0,4.0,288.0,4.0,1.0,1.0,5.0,5.0,6.0,1.295461844238322,0.5798611111111112,3.0,0.0,0.0,0.0,0.0,3.8100000000000014,10.130000000000004,20.41,0.0,0.0,0.0,1877.9171,302.298229,86400.0,284.738269,0.0,3.561278,298.984478,386.22901,307.935901,Cook
16.0,57632.0,4.0,287.0,0.0,1.0,1.0,6.0,6.0,6.0,1.198892336661554,0.5853658536585366,3.0,0.0,0.0,0.0,0.0,2.5400000000000005,10.22,21.59,0.0,0.0,0.0,1877.939022,302.3201509999999,86400.0,284.760191,0.021922,0.0,299.0064,386.250932,307.957823,Cook
16.0,57634.0,4.0,289.0,2.0,1.0,1.0,5.0,5.0,6.0,1.198892336661554,0.6124567474048442,3.0,0.0,0.0,0.0,0.0,2.5600000000000005,10.01,21.780000000000005,0.0,0.0,0.0,1880.163678,304.544807,86400.0,286.984847,0.0,2.224656,301.231056,388.475588,310.182479,Cook
16.0,57634.0,4.0,289.0,0.0,1.0,1.0,6.0,6.0,6.0,0.9110646787306328,0.9031141868512108,2.0,0.0,0.0,0.0,0.0,1.2800000000000002,10.1,22.97,0.0,0.0,0.0,1880.19035,304.571479,86400.0,287.011519,0.026672,0.0,301.257728,388.50226,310.209151,Cook
16.0,57635.0,4.0,288.0,1.0,1.0,1.0,6.0,6.0,6.0,0.9110646787306328,0.9236111111111112,1.0,0.0,0.0,0.0,0.0,1.2900000000000005,10.19,22.870000000000005,0.0,0.0,0.0,1880.75647,305.137599,86400.0,287.5776390000001,0.592792,0.0,301.823848,389.06838,310.775271,Cook
16.0,57636.0,4.0,287.0,1.0,1.0,1.0,6.0,6.0,6.0,0.8812908992306927,0.9198606271777005,0.0,0.0,0.0,0.0,0.0,0.0,10.280000000000003,24.07,0.0,0.0,0.0,1881.85135,306.232479,86400.0,288.672519,1.687672,0.0,302.918728,390.16326,311.870151,Cook
16.0,57645.0,4.0,284.0,9.0,1.0,1.0,5.0,5.0,6.0,0.9182958340544896,0.8908450704225352,0.0,0.0,0.0,0.0,0.0,0.0,11.37,22.980000000000004,0.0,0.0,0.0,1891.194358,315.575487,86400.0,298.015527,0.0,9.343008,312.261736,399.506268,321.213159,Cook
16.0,57645.0,4.0,283.0,0.0,1.0,1.0,6.0,6.0,6.0,0.9182958340544896,0.8975265017667845,0.0,0.0,0.0,0.0,0.0,0.0,11.47,22.88000000000001,0.0,0.0,0.0,1891.241973,315.623102,86400.0,298.063142,0.047615,0.0,312.309351,399.553883,321.260774,Cook
16.0,57647.0,4.0,280.0,2.0,1.0,1.0,5.0,5.0,6.0,0.9480782435939056,0.8892857142857142,0.0,0.0,0.0,0.0,0.0,0.0,12.570000000000002,21.780000000000005,0.0,0.0,0.0,1893.097197,317.478326,86400.0,299.918366,0.0,1.855224,314.164575,401.409107,323.115998,Cook
16.0,57647.0,4.0,278.0,0.0,1.0,1.0,6.0,6.0,6.0,0.9480782435939056,0.8992805755395683,0.0,0.0,0.0,0.0,0.0,0.0,12.68,21.67,0.0,0.0,0.0,1893.119099,317.500228,86400.0,299.940268,0.021902,0.0,314.186477,401.431009,323.1379,Cook
16.0,57713.0,4.0,320.0,66.0,1.0,1.0,5.0,5.0,6.0,0.9709505944546686,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,13.79,20.560000000000006,0.0,0.0,0.0,1958.608465,382.989594,86400.0,365.429634,0.0,65.489366,379.675843,466.920375,388.627266,Cook
16.0,57729.0,4.0,335.0,16.0,1.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.6865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,13.91,20.44,0.0,0.0,0.0,1975.271555,399.652684,86400.0,382.092724,16.66309,0.0,396.338933,483.5834650000001,405.290356,Cook
16.0,57730.0,4.0,254.0,1.0,1.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.5944881889763779,0.0,0.0,0.0,0.0,0.0,0.0,14.030000000000005,20.320000000000004,0.0,0.0,0.0,1976.315566,400.696695,86400.0,383.136735,17.707101,0.0,397.382944,484.627476,406.334367,Cook
16.0,57764.0,4.0,254.0,34.0,1.0,1.0,5.0,5.0,6.0,0.9709505944546686,0.4645669291338583,0.0,0.0,0.0,0.0,0.0,0.0,13.85,20.5,0.0,0.0,0.0,2010.233013,434.614142,86400.0,417.054182,0.0,33.917447,431.300391,518.544923,440.251814,Cook
16.0,57810.0,4.0,299.0,46.0,6.0,1.0,5.0,5.0,6.0,0.9871377743721864,0.4046822742474917,0.0,0.0,0.0,0.0,0.0,0.0,14.97,19.38,0.0,0.0,0.0,2056.553228,480.934357,86400.0,463.374397,0.0,80.237662,477.620606,564.865138,486.572029,Cook
16.0,57810.0,4.0,299.0,0.0,6.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.4046822742474917,0.0,0.0,0.0,0.0,0.0,0.0,13.8,20.550000000000004,0.0,0.0,0.0,2056.578507,480.9596360000001,86400.0,463.399676,0.025279,0.0,477.645885,564.890417,486.597308,Cook
16.0,57813.0,4.0,300.0,3.0,6.0,1.0,6.0,6.0,6.0,0.9709505944546686,0.4033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,13.92,20.43,0.0,0.0,0.0,2058.644421,483.02555,86400.0,465.46559,2.091193,0.0,479.711799,566.956331,488.663222,Cook
16.0,57813.0,4.0,291.0,0.0,6.0,1.0,6.0,6.0,6.0,0.9480782435939056,0.3848797250859107,0.0,0.0,0.0,0.0,0.0,0.0,12.740000000000006,21.61000000000001,0.0,0.0,0.0,2059.205908,483.587037,86400.0,466.027077,2.65268,0.0,480.273286,567.5178179999998,489.224709,Cook
16.0,57815.0,4.0,209.0,2.0,6.0,1.0,6.0,6.0,6.0,0.9182958340544896,0.13875598086124402,0.0,0.0,0.0,0.0,0.0,0.0,11.550000000000002,22.800000000000004,0.0,0.0,0.0,2061.077175,485.458304,86400.0,467.89834400000007,4.523947,0.0,482.144553,569.3890849999998,491.095976,Cook
16.0,57817.0,4.0,204.0,2.0,6.0,1.0,6.0,6.0,6.0,0.8812908992306927,0.11274509803921567,0.0,0.0,0.0,0.0,0.0,0.0,10.35,24.000000000000004,0.0,0.0,0.0,2063.144271,487.5254,86400.0,469.96544000000006,6.591042999999999,0.0,484.211649,571.456181,493.163072,Cook
16.0,57818.0,4.0,205.0,1.0,6.0,1.0,6.0,6.0,6.0,0.8366407419411673,0.15609756097560976,0.0,0.0,0.0,0.0,0.0,0.0,9.14,25.210000000000004,0.0,0.0,0.0,2064.25865,488.639779,86400.0,471.079819,7.705422,0.0,485.326028,572.57056,494.277451,Cook
16.0,57835.0,4.0,221.0,17.0,6.0,1.0,6.0,6.0,6.0,0.8366407419411673,0.14027149321266968,0.0,0.0,0.0,0.0,0.0,0.0,9.220000000000002,25.13000000000001,0.0,0.0,0.0,2081.5306920000007,505.911821,86400.0,488.351861,24.977464,0.0,502.59807,589.8426019999998,511.549493,Cook
16.0,57837.0,4.0,221.0,2.0,6.0,1.0,6.0,6.0,6.0,0.8366407419411673,0.14027149321266968,0.0,0.0,0.0,0.0,0.0,0.0,9.3,25.050000000000004,0.0,0.0,0.0,2082.634834,507.015963,86400.0,489.456003,26.081606,0.0,503.702212,590.9467440000002,512.653635,Cook
16.0,57840.0,4.0,224.0,3.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.13839285714285715,0.0,0.0,0.0,0.0,0.0,0.0,8.08,26.270000000000003,0.0,0.0,0.0,2086.550625,510.931754,86400.0,493.371794,29.997397,0.0,507.618003,594.862535,516.569426,Cook
16.0,57842.0,4.0,223.0,2.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.4215246636771301,0.0,0.0,0.0,0.0,0.0,0.0,8.15,26.20000000000001,0.0,0.0,0.0,2087.702712,512.083841,86400.0,494.523881,31.149484,0.0,508.77009,596.0146219999998,517.721513,Cook
16.0,57844.0,4.0,221.0,2.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.4796380090497738,0.0,0.0,0.0,0.0,0.0,0.0,8.220000000000002,26.13000000000001,0.0,0.0,0.0,2089.768067,514.149196,86400.0,496.589236,33.214839000000005,0.0,510.835445,598.079977,519.786868,Cook
16.0,57846.0,4.0,222.0,2.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.4774774774774775,0.0,0.0,0.0,0.0,0.0,0.0,8.290000000000001,26.06,0.0,0.0,0.0,2091.8226210000007,516.20375,86400.0,498.64379,35.269393,0.0,512.889999,600.1345309999998,521.841422,Cook
16.0,57861.0,4.0,234.0,15.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.5854700854700855,0.0,0.0,0.0,0.0,0.0,0.0,8.360000000000001,25.99,0.0,0.0,0.0,2107.366855,531.747984,86400.0,514.188024,50.813627,0.0,528.4342330000002,615.678765,537.3856559999998,Cook
16.0,57862.0,4.0,234.0,1.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,8.43,25.920000000000005,0.0,0.0,0.0,2108.515081,532.89621,86400.0,515.33625,51.96185300000001,0.0,529.582459,616.826991,538.5338820000002,Cook
16.0,57866.0,4.0,234.0,4.0,6.0,1.0,6.0,6.0,6.0,0.783776947484701,0.7606837606837606,0.0,0.0,0.0,0.0,0.0,0.0,8.500000000000002,25.85,0.0,0.0,0.0,2111.882979,536.264108,86400.0,518.704148,55.329751,0.0,532.950357,620.194889,541.90178,Cook
16.0,57867.0,4.0,235.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.7702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,7.27,27.08,0.0,0.0,0.0,2113.007348,537.388477,86400.0,519.828517,56.45412,0.0,534.0747259999998,621.319258,543.026149,Cook
16.0,57869.0,4.0,235.0,2.0,6.0,1.0,5.0,5.0,6.0,0.783776947484701,0.7617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,8.330000000000002,26.020000000000003,0.0,0.0,0.0,2115.318377,539.6995059999998,86400.0,522.139546,0.0,2.311029,536.385755,623.6302870000002,545.337178,Cook
16.0,57869.0,4.0,235.0,0.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.7702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,7.100000000000001,27.250000000000004,0.0,0.0,0.0,2115.442972,539.8241009999998,86400.0,522.264141,0.124595,0.0,536.51035,623.7548820000002,545.461773,Cook
16.0,57870.0,4.0,235.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.774468085106383,0.0,0.0,0.0,0.0,0.0,0.0,7.160000000000001,27.19,0.0,0.0,0.0,2116.575699,540.956828,86400.0,523.3968679999998,1.2573219999999998,0.0,537.643077,624.887609,546.5945,Cook
16.0,57871.0,4.0,235.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.774468085106383,0.0,0.0,0.0,0.0,0.0,0.0,7.2200000000000015,27.13000000000001,0.0,0.0,0.0,2117.320266,541.701395,86400.0,524.141435,2.001889,0.0,538.387644,625.632176,547.339067,Cook
16.0,57872.0,4.0,227.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.8370044052863436,0.0,0.0,0.0,0.0,0.0,0.0,7.280000000000001,27.070000000000004,0.0,0.0,0.0,2118.44074,542.821869,86400.0,525.261909,3.122363,0.0,539.508118,626.75265,548.4595410000002,Cook
16.0,57892.0,4.0,247.0,20.0,6.0,1.0,6.0,6.0,6.0,0.6500224216483541,0.7773279352226721,0.0,0.0,0.0,0.0,0.0,0.0,6.040000000000003,28.31000000000001,0.0,0.0,0.0,2137.918973,562.3001019999998,86400.0,544.740142,22.600596,0.0,558.986351,646.2308830000002,567.937774,Cook
16.0,57893.0,4.0,246.0,1.0,6.0,1.0,6.0,6.0,6.0,0.6500224216483541,0.7845528455284553,0.0,0.0,0.0,0.0,0.0,0.0,6.0900000000000025,28.260000000000005,0.0,0.0,0.0,2139.050308,563.431437,86400.0,545.8714769999998,23.731931,0.0,560.117686,647.362218,569.069109,Cook
16.0,57915.0,4.0,268.0,22.0,6.0,1.0,5.0,5.0,6.0,0.6500224216483541,0.7276119402985075,0.0,0.0,0.0,0.0,0.0,0.0,5.8400000000000025,28.510000000000005,0.0,0.0,0.0,2161.398525,585.779654,86400.0,568.219694,0.0,22.348217,582.465903,669.710435,591.417326,Cook
16.0,57926.0,4.0,213.0,11.0,6.0,1.0,5.0,5.0,6.0,0.7219280948873623,0.6150234741784038,0.0,0.0,0.0,0.0,0.0,0.0,6.89,27.460000000000004,0.0,0.0,0.0,2171.614244000001,595.9953730000002,86400.0,578.435413,0.0,32.563936,592.681622,679.926154,601.633045,Cook
16.0,57930.0,4.0,201.0,4.0,6.0,1.0,5.0,5.0,6.0,0.7219280948873623,0.582089552238806,0.0,0.0,0.0,0.0,0.0,0.0,6.650000000000001,27.70000000000001,0.0,0.0,0.0,2176.493101,600.87423,86400.0,583.31427,0.0,37.442793,597.560479,684.805011,606.511902,Cook
16.0,57931.0,4.0,201.0,1.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.6517412935323383,0.0,0.0,0.0,0.0,0.0,0.0,6.710000000000001,27.640000000000004,0.0,0.0,0.0,2177.502735,601.883864,86400.0,584.323904,1.009634,0.0,598.570113,685.814645,607.5215360000002,Cook
16.0,57933.0,4.0,169.0,2.0,6.0,1.0,6.0,6.0,6.0,0.7219280948873623,0.5798816568047337,0.0,0.0,0.0,0.0,0.0,0.0,6.7700000000000005,27.580000000000005,0.0,0.0,0.0,2178.617983,602.999112,86400.0,585.4391519999998,2.124882,0.0,599.6853610000002,686.929893,608.636784,Cook
16.0,57941.0,4.0,131.0,8.0,6.0,1.0,5.0,5.0,6.0,0.7219280948873623,0.4274809160305344,0.0,0.0,0.0,0.0,0.0,0.0,6.53,27.82,0.0,0.0,0.0,2187.3577370000007,611.738866,86400.0,594.178906,0.0,8.739754,608.425115,695.6696469999998,617.376538,Cook
16.0,58020.0,4.0,210.0,79.0,6.0,6.0,5.0,5.0,6.0,0.7219280948873623,0.2714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,6.29,28.06,0.0,0.0,0.0,2266.422771,690.8039,86400.0,673.2439400000002,0.0,87.804788,687.490149,774.7346809999998,696.441572,Cook
16.0,58035.0,4.0,222.0,15.0,6.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.25225225225225223,0.0,0.0,0.0,0.0,0.0,0.0,6.350000000000001,28.0,0.0,0.0,0.0,2280.991865,705.3729940000002,86400.0,687.813034,14.569094,0.0,702.0592429999998,789.303775,711.010666,Cook
16.0,58036.0,4.0,223.0,1.0,6.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.25112107623318386,0.0,0.0,0.0,0.0,0.0,0.0,6.41,27.940000000000005,0.0,0.0,0.0,2282.108962,706.490091,86400.0,688.930131,15.686191,0.0,703.17634,790.4208719999998,712.127763,Cook
16.0,58045.0,4.0,230.0,9.0,6.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,6.4700000000000015,27.88000000000001,0.0,0.0,0.0,2291.30766,715.6887889999998,86400.0,698.128829,24.884889,0.0,712.375038,799.6195700000002,721.326461,Cook
16.0,58046.0,4.0,229.0,1.0,6.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.2358078602620088,0.0,0.0,0.0,0.0,0.0,0.0,6.529999999999999,27.82,0.0,0.0,0.0,2292.418764,716.799893,86400.0,699.239933,25.995993,0.0,713.486142,800.730674,722.4375650000002,Cook
16.0,58111.0,4.0,293.0,65.0,6.0,6.0,5.0,5.0,6.0,0.783776947484701,0.18430034129692832,0.0,0.0,0.0,0.0,0.0,0.0,7.590000000000002,26.760000000000005,0.0,0.0,0.0,2356.691258,781.072387,86400.0,763.512427,0.0,64.272494,777.758636,865.003168,786.710059,Cook
16.0,58113.0,4.0,278.0,2.0,6.0,6.0,5.0,5.0,6.0,0.8366407419411673,0.2050359712230216,0.0,0.0,0.0,0.0,0.0,0.0,8.66,25.690000000000005,0.0,0.0,0.0,2358.788173,783.1693019999999,86400.0,765.609342,0.0,66.36940899999999,779.855551,867.100083,788.806974,Cook
16.0,58122.0,4.0,285.0,9.0,6.0,6.0,5.0,5.0,6.0,0.8812908992306927,0.19649122807017544,0.0,0.0,0.0,0.0,0.0,0.0,9.740000000000002,24.61,0.0,0.0,0.0,2368.490148,792.871277,86400.0,775.311317,0.0,76.071384,789.5575259999998,876.802058,798.508949,Cook
16.0,58129.0,4.0,289.0,7.0,6.0,6.0,5.0,5.0,6.0,0.9182958340544896,0.25951557093425603,0.0,0.0,0.0,0.0,0.0,0.0,10.830000000000002,23.520000000000003,0.0,0.0,0.0,2374.933432,799.314561,86400.0,781.754601,0.0,82.514668,796.00081,883.2453419999998,804.952233,Cook
16.0,58141.0,4.0,299.0,12.0,6.0,6.0,5.0,5.0,6.0,0.9480782435939056,0.2809364548494983,0.0,0.0,0.0,0.0,0.0,0.0,11.93,22.42,0.0,0.0,0.0,2387.262066,811.643195,86400.0,794.083235,0.0,94.843302,808.3294440000002,895.573976,817.280867,Cook
16.0,58141.0,4.0,297.0,0.0,6.0,6.0,6.0,6.0,6.0,0.9480782435939056,0.2895622895622896,0.0,0.0,0.0,0.0,0.0,0.0,12.04,22.31,0.0,0.0,0.0,2387.292732,811.673861,86400.0,794.1139009999998,0.030666,0.0,808.36011,895.604642,817.311533,Cook
16.0,58142.0,4.0,296.0,1.0,6.0,6.0,5.0,5.0,6.0,0.9709505944546686,0.28716216216216217,0.0,0.0,0.0,0.0,0.0,0.0,13.15,21.200000000000006,0.0,0.0,0.0,2388.414845,812.795974,86400.0,795.236014,0.0,1.122113,809.4822230000002,896.726755,818.433646,Cook
16.0,58142.0,4.0,281.0,0.0,6.0,6.0,6.0,6.0,6.0,0.9709505944546686,0.25622775800711745,0.0,0.0,0.0,0.0,0.0,0.0,13.27,21.080000000000005,0.0,0.0,0.0,2388.436736,812.817865,86400.0,795.2579049999998,0.021891,0.0,809.504114,896.7486460000001,818.455537,Cook
